"","PLOT_ID","SUBPLOT_ID","INVENTORY_ID","AGE","N","N_ha","G","G_local","G_ha","SD_0_5","SD_5_10","SD_10_15","SD_15_20","SD_20_25","SD_25_30","SD_30_35","SD_35_40","SD_40_45","SD_45_50","Hegyi","sp_1","sp_2","sp_3","G_ha_sp_1","G_ha_sp_2","G_ha_sp_3","G_sp_1","G_sp_2","G_sp_3","N_ha_sp_1","N_ha_sp_2","N_ha_sp_3","N_sp_1","N_sp_2","N_sp_3","weight_borders","DBHm","DBHm_sp_1","DBHm_sp_2","DBHm_sp_3","Dg","Dg_sp_1","Dg_sp_2","Dg_sp_3","Hm","Hm_sp_1","Hm_sp_2","Hm_sp_3","Ho","Do","mean_slenderness","dom_slenderness","SDI","S","S_staggered","SI_100"
"21","5_3_1991","5_3_124_1991","DEN",143,21.4927257122584,383.028324470377,5.11713005010107,4.74491839211814,89.0556256959924,0,0,0,0,0,0,0,0,2.38808063469537,7.16424190408612,1.88217495853899,10,NA,NA,89.0556256959924,NA,NA,5.11713005010107,NA,NA,383.028324470377,NA,NA,21.4927257122584,NA,NA,1.19404031734769,54.2611111111111,54.2611111111111,NA,NA,55.0582671156456,55.0582671156456,NA,NA,40.5810494867139,40.5810494867139,NA,NA,46,88.8,74.7884601987151,51.8018018018018,1424.90995367115,11.1077660202652,20.673882064456,41.7695125776469
"22","5_3_1991","5_3_86_1991","DEN",143,24.798897403417,423.693366068988,6.67465069613803,6.24926309254142,111.617785617923,0,0,0,0,0,0,0,0,1.37771652241206,4.13314956723617,2.6618259994641,10,NA,NA,111.617785617923,NA,NA,6.67465069613803,NA,NA,423.693366068988,NA,NA,24.798897403417,NA,NA,1.37771652241206,57.8944444444444,57.8944444444444,NA,NA,58.5400575105059,58.5400575105059,NA,NA,41.4463896065431,41.4463896065431,NA,NA,46,88.8,71.5895799748369,51.8018018018018,1745.50670971659,10.5612746375043,19.6567469919465,41.7695125776469
"23","5_3_1991","5_3_94_1991","DEN",143,22.57206414278,403.781439346302,4.92890086429905,4.50298427753211,86.1935493710576,0,0,0,0,0,0,0,1.41075400892375,2.8215080178475,7.05377004461874,2.02766148845346,10,NA,NA,86.1935493710576,NA,NA,4.92890086429905,NA,NA,403.781439346302,NA,NA,22.57206414278,NA,NA,1.41075400892375,52.15,52.15,NA,NA,52.7283841967493,52.7283841967493,NA,NA,40.5174954747598,40.5174954747598,NA,NA,46,88.8,77.6941428087436,51.8018018018018,1397.83581581343,10.8185484011481,20.1355874210793,41.7695125776469
"24","5_3_1991","5_3_264_1991","DEN",143,25.4476029145193,419.271696652214,8.62811678747943,7.77722261489,135.390740632945,0,0,0,0,0,0,0,0,5.65502286989319,0,3.53466938526865,10,NA,NA,135.390740632945,NA,NA,8.62811678747943,NA,NA,419.271696652214,NA,NA,25.4476029145193,NA,NA,2.82751143494659,64.0333333333333,64.0333333333333,NA,NA,65.703669777435,65.703669777435,NA,NA,42.310829696541,42.310829696541,NA,NA,46,88.8,66.0762566838225,51.8018018018018,2093.11220919614,10.6168185593486,19.7601258790704,41.7695125776469
"25","5_3_1991","5_3_240_1991","DEN",143,22.7575609917194,392.245155344478,5.95381470217091,5.27778492115406,99.8447876665815,0,0,0,0,0,0,0,2.27575609917194,2.27575609917194,0,2.4221748782085,10,NA,NA,99.8447876665815,NA,NA,5.95381470217091,NA,NA,392.245155344478,NA,NA,22.7575609917194,NA,NA,2.27575609917194,56.93,56.93,NA,NA,57.7151539892254,57.7151539892254,NA,NA,41.3027139748828,41.3027139748828,NA,NA,46,88.8,72.5499981993374,51.8018018018018,1578.23524865416,10.976487171837,20.4295445959668,41.7695125776469
"26","5_3_1991","5_3_25_1991","DEN",143,28.651784905187,493.984087567349,7.02951502247577,6.33401859622977,119.495547587549,0,0,0,0,0,0,0,0,4.77529748419784,2.38764874209892,2.99634926280971,10,NA,NA,119.495547587549,NA,NA,7.02951502247577,NA,NA,493.984087567349,NA,NA,28.651784905187,NA,NA,2.38764874209892,55.5083333333333,55.5083333333333,NA,NA,55.8910025555694,55.8910025555694,NA,NA,41.2354577540345,41.2354577540345,NA,NA,46,88.8,74.2869678799601,51.8018018018018,1884.15968269459,9.78105472039999,18.2045940998955,41.7695125776469
"27","5_3_1991","5_3_151_1991","DEN",143,19.2074897876502,333.505990955947,5.19206006786054,4.72734537387243,87.8973628575887,0,0,0,0,0,0,0,0,3.2012482979417,1.60062414897085,1.81816806949161,10,NA,NA,87.8973628575887,NA,NA,5.19206006786054,NA,NA,333.505990955947,NA,NA,19.2074897876502,NA,NA,1.60062414897085,57.775,57.775,NA,NA,58.6664228214629,58.6664228214629,NA,NA,41.1277718057317,41.1277718057317,NA,NA,46,88.8,71.1861043803231,51.8018018018018,1378.89682949961,11.903929562529,22.1557093865973,41.7695125776469
"28","5_3_1991","5_3_211_1991","DEN",143,15.4782579959487,267.594404670307,4.04866089827449,3.75005520364141,68.3818489775345,0,0,0,0,0,0,0,1.03188386639658,1.03188386639658,1.03188386639658,1.70972360216365,10,NA,NA,68.3818489775345,NA,NA,4.04866089827449,NA,NA,267.594404670307,NA,NA,15.4782579959487,NA,NA,1.03188386639658,56.9133333333333,56.9133333333333,NA,NA,57.709820077118,57.709820077118,NA,NA,41.2080060362672,41.2080060362672,NA,NA,46,88.8,72.4048366573746,51.8018018018018,1076.52566560383,13.2893473892579,24.7342625094785,41.7695125776469
"29","5_3_1991","5_3_3_1991","DEN",143,25.687708471509,457.319601855706,5.85166062954798,5.2342426852152,100.689447737783,0,0,0,0,0,0,0,2.14064237262575,6.42192711787725,6.42192711787725,2.34519016757594,10,NA,NA,100.689447737783,NA,NA,5.85166062954798,NA,NA,457.319601855706,NA,NA,25.687708471509,NA,NA,2.14064237262575,52.8666666666667,52.8666666666667,NA,NA,53.8557332138371,53.8557332138371,NA,NA,40.6384869881413,40.6384869881413,NA,NA,46,88.8,76.8697736219571,51.8018018018018,1639.90086642201,10.1655822818204,18.9202805341285,41.7695125776469
"30","5_3_1991","5_3_70_1991","DEN",143,20.6871389775806,347.855839382201,5.64711132989382,5.22512643836246,94.0931388215823,0,0,0,0,0,0,0,0,0,1.4776527841129,2.45576209301206,10,NA,NA,94.0931388215823,NA,NA,5.64711132989382,NA,NA,347.855839382201,NA,NA,20.6871389775806,NA,NA,1.4776527841129,58.6571428571429,58.6571428571429,NA,NA,58.9546435830122,58.9546435830122,NA,NA,41.7270060620253,41.7270060620253,NA,NA,46,88.8,71.1371267496778,51.8018018018018,1450.00368489605,11.6558116049529,21.6939098326956,41.7695125776469
"31","5_3_1991","5_3_213_1991","DEN",143,13,220.444364190837,3.77829688049835,3.50024629570156,62.0738758117199,0,0,0,0,0,0,0,0,1,1,1.48945395063988,10,NA,NA,62.0738758117199,NA,NA,3.77829688049835,NA,NA,220.444364190837,NA,NA,13,NA,NA,1,59.6846153846154,59.6846153846154,NA,NA,60.8319058490754,60.8319058490754,NA,NA,41.6172744106532,41.6172744106532,NA,NA,46,88.8,69.7286463898043,51.8018018018018,968.102883657346,14.6417392434593,27.2513473713383,41.7695125776469
