"","TREE_ID_time","INVENTORY_ID","PLOT_ID","PLOT_ID_time","TREE_ID","site","plot","year","i_year","removed","thinned","dead","species","x","x_min","x_max","y","y_min","y_max","z","expan_plot","expan_subplot","age","dbh","i_dbh","i_annual_dbh","g","i_g","i_annual_g","bal_plot","height","hcb","slenderness","search_radius","rel_dbh_Do","rel_dbh_Dg","rel_h_Ho","rel_h_Hm"
"186","5_1_296_1991","DEN","5_1","5_1_1991","5_1_296",5,1,1991,6,"no","no","no","10",17.2000007629395,0,50,6.09999990463257,0,50,NA,4,20.3590533520748,143,37,0.200000000000003,0.0333333333333338,1075.21008569111,11.5924768917466,1.93207948195777,77.5138915596032,37.8906742582702,NA,102.407227725055,12.5039225052292,0.470737913486005,0.817678226871282,0.829117598649239,0.964206479653604
"187","5_1_298_1980","DEN","5_1","5_1_1980","5_1_298",5,1,1980,0,"no","no","no","10",17.2000007629395,0,50,17.5,0,50,NA,4,26.3592943934421,132,27.2,0,0,581.068977207968,0,0,80.7295095608896,33.3,25.3,122.426470588235,10.989,0.372093023255814,0.642720230175211,0.779859484777517,0.90964140733186
"188","5_1_298_1985","DEN","5_1","5_1_1985","5_1_298",5,1,1985,5,"no","no","no","10",17.2000007629395,0,50,17.5,0,50,NA,4,25.3131790972956,138,27.2,0,0,581.068977207968,0,0,84.4736251279187,33.9811269592783,NA,124.930613820876,11.2137718965618,0.358839050131926,0.615634179257951,0.792100861521639,0.905972868284803
"189","5_1_298_1991","DEN","5_1","5_1_1991","5_1_298",5,1,1991,6,"no","no","no","10",17.2000007629395,0,50,17.5,0,50,NA,4,24.441217950246,143,27.2,0,0,581.068977207968,0,0,87.6515314509914,34.5819677842016,NA,127.139587441918,11.4120493687865,0.346055979643766,0.59225464893148,0.756717019347956,0.879481784033731
"190","5_1_299_1980","DEN","5_1","5_1_1980","5_1_299",5,1,1980,0,"no","no","no","10",17.1000003814697,0,50,20.3999996185303,0,50,NA,4,23.3246815729388,132,27,0,0,572.55526111674,0,0,81.1909592562195,35.4,25,131.111111111111,11.682,0.369357045143639,0.611156877362325,0.82903981264637,0.959342134900978
"191","5_1_299_1985","DEN","5_1","5_1_1985","5_1_299",5,1,1985,5,"yes","no","yes","10",17.1000003814697,0,50,20.3999996185303,0,50,NA,4,25.4088633416178,138,27,0,0,572.55526111674,0,0,84.9350748232486,33.9170838484377,NA,125.618829068288,11.1926376699844,0.356200527704486,0.60906921365798,0.790608015115098,0.905411671536093
"192","5_1_300_1980","DEN","5_1","5_1_1980","5_1_300",5,1,1980,0,"no","no","no","10",17.2000007629395,0,50,22.1000003814697,0,50,NA,4,28.9046694750445,132,25.7,0,0,518.747632942381,0,0,81.6323530240488,31.8,27.3,123.735408560311,10.494,0.351573187414501,0.58863410847042,0.744730679156909,0.867607391065419
"193","5_1_300_1985","DEN","5_1","5_1_1985","5_1_300",5,1,1985,5,"yes","no","yes","10",17.2000007629395,0,50,22.1000003814697,0,50,NA,4,26.0628111616202,138,25.7,0,0,518.747632942381,0,0,85.3764685910779,33.4888701169475,NA,130.306887614582,11.0513271385927,0.339050131926121,0.576430019716834,0.780626343052389,0.893381567344777
"194","5_1_306_1980","DEN","5_1","5_1_1980","5_1_306",5,1,1980,0,"no","no","no","10",17.1000003814697,0,50,44.2999992370605,0,50,NA,4,17.9974988824166,132,61.5,0,0,2970.57220351,0,0,8.27169721797374,40.3,27.6,65.5284552845528,13.299,0.841313269493844,1.38609562750716,0.943793911007026,1.10469161834475
"195","5_1_306_1985","DEN","5_1","5_1_1985","5_1_306",5,1,1985,5,"no","no","no","10",17.1000003814697,0,50,44.2999992370605,0,50,NA,4,17.9974988824166,138,63.7,2.2,0.440000000000001,3186.90227363619,216.330070126193,43.2660140252387,6.33032176335405,40.3,NA,63.265306122449,13.299,0.840369393139842,1.40459906376777,0.939393939393939,1.07033976326222
"196","5_1_306_1991","DEN","5_1","5_1_1991","5_1_306",5,1,1991,6,"no","no","no","10",17.1000003814697,0,50,44.2999992370605,0,50,NA,4,15.1097968227605,143,65.2,1.5,0.25,3338.75900852909,151.856734892896,25.3094558154827,10.8305244343226,43.9826924338637,NA,67.4581172298523,14.514288503175,0.829516539440204,1.38903056394204,0.962422153913866,1.10846866671505
"197","5_1_312_1980","DEN","5_1","5_1_1980","5_1_312",5,1,1980,0,"no","no","no","10",15.5,0,50,38,0,50,NA,4,23.1934599959881,132,39.5,0,0,1225.41748444087,0,0,64.1868816735496,35.5,26.3,89.873417721519,11.715,0.540355677154583,0.848488077297052,0.831381733021077,0.959344165242988
"198","5_1_312_1985","DEN","5_1","5_1_1985","5_1_312",5,1,1985,5,"no","no","no","10",15.5,0,50,38,0,50,NA,4,20.7858260092421,138,40.8,1.3,0.259999999999999,1307.40519871793,81.9877142770595,16.3975428554119,66.9954560810809,37.4996729388088,NA,91.9109630853157,12.3748920698069,0.538258575197889,0.869718320546262,0.874118250321884,0.990261051805414
"199","5_1_312_1991","DEN","5_1","5_1_1991","5_1_312",5,1,1991,6,"no","no","no","10",15.5,0,50,38,0,50,NA,4,19.27468385673,143,40.8,0,0,1307.40519871793,0,0,72.1517332538619,38.9419318164015,NA,95.4459113147096,12.8508374994125,0.519083969465649,0.855541656286801,0.852121046310755,0.980913013718771
"200","5_1_315_1980","DEN","5_1","5_1_1980","5_1_315",5,1,1980,0,"no","no","no","10",15.1999998092651,0,50,33.2000007629395,0,50,NA,4,22.8063714927312,132,32.6,0,0,834.689752132272,0,0,75.8378927196176,35.8,27.5,109.815950920245,11.814,0.445964432284542,0.685489283985389,0.838407494145199,0.967656649304949
"201","5_1_315_1985","DEN","5_1","5_1_1985","5_1_315",5,1,1985,5,"no","no","no","10",15.1999998092651,0,50,33.2000007629395,0,50,NA,4,22.5536712653889,138,33.7,1.1,0.22,891.968840188848,57.2790880565761,11.4558176113152,77.7690140158159,36,NA,106.824925816024,11.88,0.444591029023747,0.690684365962259,0.839160839160839,0.944516831403286
"202","5_1_315_1991","DEN","5_1","5_1_1991","5_1_315",5,1,1991,6,"no","no","no","10",15.1999998092651,0,50,33.2000007629395,0,50,NA,4,21.336022359122,143,34.1,0.399999999999999,0.0666666666666664,913.268838380187,21.2999981913387,3.54999969855644,81.1999630607646,37.0130091748891,NA,108.542548899968,12.2142930277134,0.433842239185751,0.678853389992864,0.80991267341114,0.9210450398368
"203","5_1_318_1980","DEN","5_1","5_1_1980","5_1_318",5,1,1980,0,"no","no","no","10",16.2000007629395,0,50,23.6000003814697,0,50,NA,4,19.5164272712938,132,48.4,0,0,1839.84232164833,0,0,43.390926890738,38.7,26.7,79.9586776859504,12.771,0.662106703146375,1.1037046621324,0.90632318501171,1.0582663829696
"204","5_1_318_1985","DEN","5_1","5_1_1985","5_1_318",5,1,1985,5,"no","no","no","10",16.2000007629395,0,50,23.6000003814697,0,50,NA,4,19.0270503046113,138,49.6,1.2,0.240000000000001,1932.20514566387,92.3628240155404,18.4725648031081,45.0753766149618,39.1945236460663,NA,79.0212170283595,12.9341928032019,0.654353562005277,1.10644836263863,0.913625259815065,1.04317674396512
"205","5_1_318_1991","DEN","5_1","5_1_1991","5_1_318",5,1,1991,6,"no","no","no","10",16.2000007629395,0,50,23.6000003814697,0,50,NA,4,17.2617106283309,143,50.1,0.5,0.0833333333333333,1971.35724410923,39.1520984453625,6.52534974089375,50.1344560526334,41.1499401427297,NA,82.1356090673248,13.5794802471008,0.637404580152672,1.06668435266154,0.900436326974392,1.04266010645856
"206","5_1_321_1980","DEN","5_1","5_1_1980","5_1_321",5,1,1980,0,"no","no","no","10",15.1999998092651,0,50,17.2000007629395,0,50,NA,4,28.3669199250241,132,31.5,0,0,779.311327631118,0,0,76.1717686204705,32.1,24.1,101.904761904762,10.593,0.430916552667579,0.731700944364882,0.75175644028103,0.875489149768766
"207","5_1_321_1985","DEN","5_1","5_1_1985","5_1_321",5,1,1985,5,"no","no","no","10",15.1999998092651,0,50,17.2000007629395,0,50,NA,4,23.4441392516628,138,31.7,0.199999999999999,0.0399999999999999,789.238760416462,9.92743278534374,1.98548655706875,79.8655778643377,35.3096959281123,NA,111.387053400985,11.6521996562771,0.41820580474934,0.731582184620549,0.823069835154133,0.945156356345799
"208","5_1_321_1991","DEN","5_1","5_1_1991","5_1_321",5,1,1991,6,"no","no","no","10",15.1999998092651,0,50,17.2000007629395,0,50,NA,4,22.2703776444911,143,31.7,0,0,789.238760416462,0,0,83.3282789862362,36.2282480806966,NA,114.284694260873,11.9553218666299,0.403307888040712,0.70059636973159,0.792740658220932,0.9240715585798
"209","5_1_322_1980","DEN","5_1","5_1_1980","5_1_322",5,1,1980,0,"no","no","no","10",15.3999996185303,0,50,14.3999996185303,0,50,NA,4,22.1824237566833,132,44.8,0,0,1576.32552986521,0,0,52.372152809525,36.3,28.7,81.0267857142857,11.979,0.612859097127223,1.04859179881998,0.850117096018735,0.987060478199719
"210","5_1_322_1985","DEN","5_1","5_1_1985","5_1_322",5,1,1985,5,"no","no","no","10",15.3999996185303,0,50,14.3999996185303,0,50,NA,4,19.8743599980903,138,45,0.200000000000003,0.0400000000000006,1590.43128087983,14.1057510146184,2.82115020292367,55.9235882159242,38.3499275353562,NA,85.2220611896804,12.6554760866675,0.593667546174143,1.03089427295409,0.893937704786858,1.02509733559649
"211","5_1_322_1991","DEN","5_1","5_1_1991","5_1_322",5,1,1991,6,"no","no","no","10",15.3999996185303,0,50,14.3999996185303,0,50,NA,4,18.0795467181006,143,45.9,0.899999999999999,0.15,1654.68470462738,64.2534237475452,10.7089039579242,58.456550699956,40.2084521378693,NA,87.6001135901292,13.2687892054969,0.583969465648855,0.993965858841779,0.879834838903048,1.01877812167708
"212","5_1_323_1980","DEN","5_1","5_1_1980","5_1_323",5,1,1980,0,"no","no","no","10",15.6000003814697,0,50,12.3000001907349,0,50,NA,4,17.1365007474653,132,61.7,0,0,2989.92441425611,0,0,7.0757274522713,41.3,30.3,66.936790923825,13.629,0.844049247606019,1.42614258824396,0.967213114754098,1.11817168338907
"213","5_1_323_1985","DEN","5_1","5_1_1985","5_1_323",5,1,1985,5,"no","no","no","10",15.6000003814697,0,50,12.3000001907349,0,50,NA,4,16.8093197154185,138,64.2,2.5,0.5,3237.12848618546,247.204071929347,49.4408143858694,5.03547036887986,41.7,NA,64.9532710280374,13.761,0.846965699208443,1.44058330420621,0.972027972027972,1.10951046323427
"214","5_1_323_1991","DEN","5_1","5_1_1991","5_1_323",5,1,1991,6,"no","no","no","10",15.6000003814697,0,50,12.3000001907349,0,50,NA,4,14.9649855325795,143,66.5,2.3,0.383333333333333,3473.22702808437,236.098541898907,39.3497569831511,5.41419878804807,44.1949831968529,NA,66.458621348651,14.5843444549615,0.846055979643766,1.438226460121,0.967067466014287,1.11883404390239
"215","5_1_327_1980","DEN","5_1","5_1_1980","5_1_327",5,1,1980,0,"no","no","no","10",15.6000003814697,0,50,2.70000004768372,0,50,NA,4,21.2360836959511,132,47.9,0,0,1802.02540008074,0,0,44.1268638193974,37.1,27.2,77.4530271398747,12.243,0.655266757865937,1.04087041433594,0.868852459016393,0.981308411214953
"216","5_1_327_1985","DEN","5_1","5_1_1985","5_1_327",5,1,1985,5,"no","no","no","10",15.6000003814697,0,50,2.70000004768372,0,50,NA,4,19.1300067748607,138,49,1.1,0.22,1885.74099031727,83.7155902365341,16.7431180473068,45.8482586732274,39.0889101461152,NA,79.77328601248,12.899340348218,0.646437994722955,1.05178039518055,0.911163406669352,1.02289912423056
"217","5_1_327_1991","DEN","5_1","5_1_1991","5_1_327",5,1,1991,6,"no","no","no","10",15.6000003814697,0,50,2.70000004768372,0,50,NA,4,17.1022019999516,143,51,2,0.333333333333333,2042.82062299676,157.07963267949,26.1799387799149,46.1315706403207,41.3413931715023,NA,81.0615552382398,13.6426597465958,0.648854961832061,1.09430004380969,0.904625671148847,1.04003198205925
"218","5_1_33_1980","DEN","5_1","5_1_1980","5_1_33",5,1,1980,0,"no","no","no","10",45.7000007629395,0,50,7.69999980926514,0,50,NA,4,31.8373557711597,132,30.5,0,0,730.616641500476,0,0,77.0892958876926,30.3,24.7,99.344262295082,9.999,0.417236662106703,0.735446153719364,0.7096018735363,0.828280318091451
"219","5_1_33_1985","DEN","5_1","5_1_1985","5_1_33",5,1,1985,5,"no","no","no","10",45.7000007629395,0,50,7.69999980926514,0,50,NA,4,23.6658989431709,138,31.1,0.600000000000001,0.12,759.644957619646,29.0283161191697,5.80566322383395,80.4890520591838,35.1438730073318,NA,113.00280709753,11.5974780924195,0.410290237467019,0.730753825493959,0.819204499005403,0.933717090050708
"220","5_1_33_1991","DEN","5_1","5_1_1991","5_1_33",5,1,1991,6,"no","no","no","10",45.7000007629395,0,50,7.69999980926514,0,50,NA,4,22.5251671686671,143,31.1,0,0,759.644957619646,0,0,83.9517531810823,36.0227705980879,NA,115.828844366842,11.887514297369,0.395674300254453,0.708013624442052,0.788244433218554,0.91741123943285
"221","5_1_331_1980","DEN","5_1","5_1_1980","5_1_331",5,1,1980,0,"no","no","no","10",13.6000003814697,0,50,15.3999996185303,0,50,NA,4,21.9399947156645,132,34,0,0,907.92027688745,0,0,73.7474392688071,36.5,29.3,107.352941176471,12.045,0.465116279069767,0.799370623718123,0.85480093676815,0.998001892943527
"222","5_1_331_1985","DEN","5_1","5_1_1985","5_1_331",5,1,1985,5,"no","no","no","10",13.6000003814697,0,50,15.3999996185303,0,50,NA,4,22.6573702423321,138,34,0,0,907.92027688745,0,0,77.405845905061,35.9175225445806,NA,105.639772189943,11.8527824397116,0.448548812664908,0.777797456032657,0.837238287752462,0.961786534667292
"223","5_1_331_1991","DEN","5_1","5_1_1991","5_1_331",5,1,1991,6,"no","no","no","10",13.6000003814697,0,50,15.3999996185303,0,50,NA,4,21.3724774151447,143,34,0,0,907.92027688745,0,0,81.5652705961167,36.9814291393024,NA,108.768909233242,12.2038716159698,0.432569974554707,0.746994126925946,0.809221644186048,0.942498587349936
"224","5_1_334_1980","DEN","5_1","5_1_1980","5_1_334",5,1,1980,0,"no","no","no","10",13.6000003814697,0,50,25.2000007629395,0,50,NA,4,16.0312171733208,132,73.1,0,0,4196.86147991224,0,0,0,42.7,28.2,58.4131326949384,14.091,1,1.63859138568894,1,1.16365224467398
"225","5_1_334_1985","DEN","5_1","5_1_1985","5_1_334",5,1,1985,5,"no","no","no","10",13.6000003814697,0,50,25.2000007629395,0,50,NA,4,15.882090382004,138,75.8,2.7,0.540000000000001,4512.61510354291,315.753623630676,63.1507247261352,0,42.9,NA,56.5963060686016,14.157,1,1.66095557587519,1,1.13771417754807
"226","5_1_334_1991","DEN","5_1","5_1_1991","5_1_334",5,1,1991,6,"no","no","no","10",13.6000003814697,0,50,25.2000007629395,0,50,NA,4,13.9955460452021,143,78.6,2.8,0.466666666666666,4852.1584375429,339.543333999985,56.5905556666642,0,45.7,NA,58.1424936386768,15.081,1,1.66684023765682,1,1.15443334141516
"227","5_1_335_1980","DEN","5_1","5_1_1980","5_1_335",5,1,1980,0,"no","no","no","10",13.6999998092651,0,50,28.3999996185303,0,50,NA,4,22.3051478586918,132,39.4,0,0,1219.22069293166,0,0,64.6770486673259,36.2,26.7,91.8781725888325,11.946,0.538987688098495,0.879692671488393,0.847775175644028,0.99307804541345
"228","5_1_335_1985","DEN","5_1","5_1_1985","5_1_335",5,1,1985,5,"no","no","no","10",13.6999998092651,0,50,28.3999996185303,0,50,NA,4,22.0607097270439,138,39.8,0.399999999999999,0.0799999999999997,1244.10210674809,24.8814138164309,4.97628276328619,69.0441169248207,36.4,NA,91.4572864321608,12.012,0.525065963060686,0.869529376745563,0.848484848484849,0.970117521471247
"229","5_1_335_1991","DEN","5_1","5_1_1991","5_1_335",5,1,1991,6,"no","no","no","10",13.6999998092651,0,50,28.3999996185303,0,50,NA,4,19.3799870945532,143,40.4,0.600000000000001,0.1,1281.89546637078,37.7933596226853,6.29889327044755,73.1899950683541,38.8359901280364,NA,96.1286884357337,12.815876742252,0.513994910941476,0.828513386068821,0.849802847440621,0.97472191073847
"230","5_1_341_1980","DEN","5_1","5_1_1980","5_1_341",5,1,1980,0,"no","no","no","10",13.8000001907349,0,50,45.7999992370605,0,50,NA,4,23.8608636407707,132,33.5,0,0,881.413088872786,0,0,74.1106073795621,35,26,104.477611940299,11.55,0.45827633378933,0.750608849891115,0.819672131147541,0.961955735570664
"231","5_1_341_1985","DEN","5_1","5_1_1985","5_1_341",5,1,1985,5,"yes","no","yes","10",13.8000001907349,0,50,45.7999992370605,0,50,NA,4,22.8204438484769,138,33.5,0,0,881.413088872786,0,0,78.1258015518915,35.7889601615708,NA,106.832716900211,11.8103568533184,0.441952506596306,0.733887355556522,0.834241495607711,0.949833481905784
"232","5_1_343_1980","DEN","5_1","5_1_1980","5_1_343",5,1,1980,0,"no","no","no","10",11.8999996185303,0,50,48.9000015258789,0,50,NA,4,20.0306721032483,132,47.4,0,0,1764.60117759485,0,0,46.2772871323722,38.2,28,80.5907172995781,12.606,0.648426812585499,1.00029433132325,0.894613583138173,1.0460021905805
"233","5_1_343_1985","DEN","5_1","5_1_1985","5_1_343",5,1,1985,5,"no","no","no","10",11.8999996185303,0,50,48.9000015258789,0,50,NA,4,19.8225626355957,138,48.3,0.899999999999999,0.18,1832.24752140827,67.6463438134224,13.5292687626845,51.784618434636,38.4,NA,79.5031055900621,12.672,0.637203166226913,0.993910341904897,0.895104895104895,1.0028846622638
"234","5_1_343_1991","DEN","5_1","5_1_1991","5_1_343",5,1,1991,6,"no","no","no","10",11.8999996185303,0,50,48.9000015258789,0,50,NA,4,17.4264144081263,143,49.2,0.900000000000006,0.150000000000001,1901.1662102464,68.9186888381264,11.4864481396877,54.7937489755798,40.9550164779286,NA,83.241903410424,13.5151554377164,0.625954198473282,0.957115244774977,0.896171038904346,1.00412790978648
"235","5_1_344_1980","DEN","5_1","5_1_1980","5_1_344",5,1,1980,0,"no","no","no","10",11.8999996185303,0,50,41.0999984741211,0,50,NA,4,19.3162601092671,132,51.3,0,0,2066.92449263143,0,0,32.5202026368201,38.9,26.7,75.8284600389864,12.837,0.701778385772914,1.11752604758153,0.911007025761124,1.07282941777324
"236","5_1_344_1985","DEN","5_1","5_1_1985","5_1_344",5,1,1985,5,"no","no","no","10",11.8999996185303,0,50,41.0999984741211,0,50,NA,4,18.4805067812064,138,53,1.7,0.340000000000001,2206.18344098343,139.258948352002,27.8517896704004,34.4225752186454,39.7698712978829,NA,75.0374930148734,13.1240575283014,0.699208443271768,1.13836295120526,0.927036626990277,1.05457151538389
"237","5_1_344_1991","DEN","5_1","5_1_1991","5_1_344",5,1,1991,6,"no","no","no","10",11.8999996185303,0,50,41.0999984741211,0,50,NA,4,16.7650493937633,143,53,0,0,2206.18344098343,0,0,37.5895236665423,41.7550208733882,NA,78.7830582516758,13.7791568882181,0.674300254452926,1.10686660867622,0.913676605544599,1.05301914009092
"238","5_1_345_1980","DEN","5_1","5_1_1980","5_1_345",5,1,1980,0,"no","no","no","10",11.8999996185303,0,50,36.4000015258789,0,50,NA,4,24.2752269015971,132,37,0,0,1075.21008569111,0,0,69.7721496063636,34.7,28.5,93.7837837837838,11.451,0.506155950752394,0.762477838626339,0.812646370023419,0.942562158466978
"239","5_1_345_1985","DEN","5_1","5_1_1985","5_1_345",5,1,1985,5,"no","no","no","10",11.8999996185303,0,50,36.4000015258789,0,50,NA,4,23.4570199262847,138,37.6,0.600000000000001,0.12,1110.36450748478,35.1544217936698,7.03088435873397,73.3164253231052,35.3,NA,93.8829787234042,11.649,0.496042216358839,0.767263024188148,0.822843822843823,0.928161660947204
"240","5_1_345_1991","DEN","5_1","5_1_1991","5_1_345",5,1,1991,6,"no","no","no","10",11.8999996185303,0,50,36.4000015258789,0,50,NA,4,19.9658126987102,143,38.3,0.699999999999996,0.116666666666666,1152.09271190608,41.7282044213061,6.95470073688436,77.0530544748408,38.2619964835235,NA,99.9007741084165,12.6264588395628,0.487277353689567,0.768906756951678,0.837242811455656,0.956699559189219
"241","5_1_353_1980","DEN","5_1","5_1_1980","5_1_353",5,1,1980,0,"no","no","no","10",12,0,50,15.1000003814697,0,50,NA,4,18.7338939015825,132,47.6,0,0,1779.5237426994,0,0,45.5654776352925,39.5,29.5,82.9831932773109,13.035,0.651162790697674,1.12737259238355,0.925058548009368,1.07776261937244
"242","5_1_353_1985","DEN","5_1","5_1_1985","5_1_353",5,1,1985,5,"no","no","no","10",12,0,50,15.1000003814697,0,50,NA,4,19.1998188564386,138,48.6,1,0.2,1855.07904601824,75.5553033188344,15.1110606637669,48.0927381286581,39.0177802221965,NA,80.2834983995813,12.8758674733248,0.641160949868074,1.13112005262911,0.909505366484767,1.04912582389775
"243","5_1_353_1991","DEN","5_1","5_1_1991","5_1_353",5,1,1991,6,"no","no","no","10",12,0,50,15.1000003814697,0,50,NA,4,17.3525538593474,143,49.6,1,0.166666666666667,1932.20514566387,77.1260996456297,12.8543499409383,53.2604004332157,41.0420857341221,NA,82.7461405929881,13.5438882922603,0.631043256997456,1.12219106295911,0.89807627426963,1.05069690471616
"244","5_1_355_1980","DEN","5_1","5_1_1980","5_1_355",5,1,1980,0,"no","no","no","10",12.1999998092651,0,50,9.30000019073486,0,50,NA,4,24.557494610329,132,28.6,0,0,642.424281732577,0,0,78.7954288844115,34.5,26,120.629370629371,11.385,0.39124487004104,0.665769265145367,0.807962529274005,0.928287318671034
"245","5_1_355_1985","DEN","5_1","5_1_1985","5_1_355",5,1,1985,5,"no","no","no","10",12.1999998092651,0,50,9.30000019073486,0,50,NA,4,24.5900761893236,138,28.8,0.199999999999999,0.0399999999999999,651.44065264838,9.01637091580278,1.80327418316056,82.521982948507,34.4771363647516,NA,119.712279044276,11.377455000368,0.379947229551451,0.655194820616394,0.803662852325212,0.915030249282138
"246","5_1_355_1991","DEN","5_1","5_1_1991","5_1_355",5,1,1991,6,"yes","no","yes","10",12.1999998092651,0,50,9.30000019073486,0,50,NA,4,23.5950565552919,143,28.8,0,0,651.44065264838,0,0,85.6981582540276,35.1965918874753,NA,122.210388498178,11.6148753228668,0.366412213740458,0.634201446327948,0.770166124452414,0.890969983357211
"247","5_1_358_1980","DEN","5_1","5_1_1980","5_1_358",5,1,1980,0,"no","no","no","10",12.1999998092651,0,50,2.90000009536743,0,50,NA,4,18.8291104897988,132,33.1,0,0,860.490081799878,0,0,74.8094515237605,39.4,27.3,119.033232628399,13.002,0.45280437756498,0.76412942922502,0.92271662763466,1.04890009808043
"248","5_1_358_1985","DEN","5_1","5_1_1985","5_1_358",5,1,1985,5,"no","no","no","10",12.1999998092651,0,50,2.90000009536743,0,50,NA,4,22.8868557968362,138,33.3,0.199999999999996,0.0399999999999991,870.920169409796,10.4300876099179,2.08601752198358,78.8267348552045,35.736997119286,NA,107.318309667526,11.7932090493644,0.439313984168866,0.728598390121125,0.833030235880793,0.941244043001244
"249","5_1_358_1991","DEN","5_1","5_1_1991","5_1_358",5,1,1991,6,"no","no","no","10",12.1999998092651,0,50,2.90000009536743,0,50,NA,4,21.4459932310894,143,33.8,0.5,0.0833333333333333,897.270277791781,26.3501083819843,4.39168473033072,81.9284387068717,36.9179894603753,NA,109.224820888684,12.1829365219238,0.430025445292621,0.732665691603156,0.807833467404274,0.930414723501122
"250","5_1_359_1980","DEN","5_1","5_1_1980","5_1_359",5,1,1980,0,"no","no","no","10",10.6999998092651,0,50,2.79999995231628,0,50,NA,4,21.3510284586881,132,41.4,0,0,1346.14103613669,0,0,60.0481852108222,37,27.1,89.3719806763285,12.21,0.566347469220246,0.944554481584327,0.866510538641686,0.981085380943963
"251","5_1_359_1985","DEN","5_1","5_1_1985","5_1_359",5,1,1985,5,"no","no","no","10",10.6999998092651,0,50,2.79999995231628,0,50,NA,4,20.3986098009145,138,42.5,1.1,0.22,1418.62543263664,72.4843964999507,14.4968792999901,62.6426506542334,37.853918129883,NA,89.0680426585482,12.4917929828614,0.560686015831135,0.939475322113009,0.882375713983287,0.997639534500718
"252","5_1_359_1991","DEN","5_1","5_1_1991","5_1_359",5,1,1991,6,"no","no","no","10",10.6999998092651,0,50,2.79999995231628,0,50,NA,4,18.5410605343543,143,43.8,1.3,0.216666666666666,1506.7392525882,88.1138199515597,14.6856366585933,66.0582687270326,39.7048754351623,NA,90.6504005369002,13.1026088936036,0.557251908396947,0.958435853082557,0.868815655036374,1.00197855042563
"253","5_1_364_1980","DEN","5_1","5_1_1980","5_1_364",5,1,1980,0,"no","no","no","10",10.3000001907349,0,50,17.2999992370605,0,50,NA,4,19.2173293622249,132,50.2,0,0,1979.23478768811,0,0,35.7728474491216,39,24.1,77.6892430278884,12.87,0.686730506155951,1.16964585276086,0.913348946135831,1.06703146374829
"254","5_1_364_1985","DEN","5_1","5_1_1985","5_1_364",5,1,1985,5,"no","no","no","10",10.3000001907349,0,50,17.2999992370605,0,50,NA,4,18.8272267395658,138,50.8,0.599999999999994,0.119999999999999,2026.82991638999,47.595128701885,9.51902574037699,40.3374841854153,39.4019710258922,NA,77.562935090339,13.0026504385444,0.670184696569921,1.15547104264147,0.91846086307441,1.05509313412389
"255","5_1_364_1991","DEN","5_1","5_1_1991","5_1_364",5,1,1991,6,"no","no","no","10",10.3000001907349,0,50,17.2999992370605,0,50,NA,4,17.0157340307189,143,51.5,0.700000000000003,0.116666666666667,2083.07227887088,56.2423624808914,9.37372708014857,43.6479845680253,41.4463012659425,NA,80.4782548853252,13.677279417761,0.655216284987277,1.15396971357464,0.906921253084081,1.06072384261826
"256","5_1_368_1980","DEN","5_1","5_1_1980","5_1_368",5,1,1980,0,"no","no","no","10",10.1000003814697,0,50,33.2000007629395,0,50,NA,4,17.3881962878906,132,61.2,0,0,2941.66169711534,0,0,10.6481549807817,41,28,66.9934640522876,13.53,0.837209302325582,1.32945295759436,0.960187353629977,1.12462794965618
"257","5_1_368_1985","DEN","5_1","5_1_1985","5_1_368",5,1,1985,5,"no","no","no","10",10.1000003814697,0,50,33.2000007629395,0,50,NA,4,16.9717276585537,138,62.3,1.09999999999999,0.219999999999999,3048.35803761288,106.696340497543,21.3392680995085,12.6204562734834,41.5,NA,66.6131621187801,13.695,0.821899736147757,1.32013313130736,0.967365967365967,1.0984206934852
"258","5_1_368_1991","DEN","5_1","5_1_1991","5_1_368",5,1,1991,6,"no","no","no","10",10.1000003814697,0,50,33.2000007629395,0,50,NA,4,15.087193837785,143,65.4,3.10000000000001,0.516666666666668,3359.27360855703,310.915570944149,51.8192618240248,8.15131138748818,44.0156265924987,NA,67.3021813340959,14.5251567755246,0.83206106870229,1.30978234204642,0.963142813840234,1.09816742054642
"259","5_1_370_1980","DEN","5_1","5_1_1980","5_1_370",5,1,1980,0,"no","no","no","10",10.3000001907349,0,50,45.9000015258789,0,50,NA,4,18.9250548465474,132,51.7,0,0,2099.28289696341,0,0,30.8504932653269,39.3,25.5,76.0154738878143,12.969,0.707250341997264,1.10378834848107,0.920374707259953,1.07671232876712
"260","5_1_370_1985","DEN","5_1","5_1_1985","5_1_370",5,1,1985,5,"no","no","no","10",10.3000001907349,0,50,45.9000015258789,0,50,NA,4,18.4501678492262,138,53.2,1.5,0.3,2222.86529797399,123.582401010588,24.7164802021177,33.5334290994558,39.802556090315,NA,74.8168347562312,13.134843509804,0.701846965699209,1.10931413796744,0.927798510263753,1.0464819029859
"261","5_1_370_1991","DEN","5_1","5_1_1991","5_1_370",5,1,1991,6,"no","no","no","10",10.3000001907349,0,50,45.9000015258789,0,50,NA,4,16.5733826875542,143,54.2,1,0.166666666666667,2307.21706072288,84.3517627488864,14.0586271248144,35.7471523628079,41.9957696098408,NA,77.4829697598539,13.8586039712475,0.689567430025445,1.05766673041024,0.918944630412271,1.03743924829771
