"INVENTORY_ID","PLOT_ID_time","TREE_ID_time","site","year","PLOT_ID","TREE_ID","plot","i_year","removed","thinned","dead","species","x","x_min","x_max","y","y_min","y_max","z","expan_plot","expan_subplot","age","dbh","i_dbh","i_annual_dbh","g","i_g","i_annual_g","bal_plot","height","hcb","slenderness","search_radius","rel_dbh_Do","rel_dbh_Dg","rel_h_Ho","rel_h_Hm","M","tmean","prec","SPEI3_aug","SPEI6_aug","SPEI12_aug","AGE","N","N_ha","G","G_local","G_ha","SD_0_5","SD_5_10","SD_10_15","SD_15_20","SD_20_25","SD_25_30","SD_30_35","SD_35_40","SD_40_45","SD_45_50","Hegyi","sp_1","sp_2","sp_3","G_ha_sp_1","G_ha_sp_2","G_ha_sp_3","G_sp_1","G_sp_2","G_sp_3","N_ha_sp_1","N_ha_sp_2","N_ha_sp_3","N_sp_1","N_sp_2","N_sp_3","weight_borders","DBHm","DBHm_sp_1","DBHm_sp_2","DBHm_sp_3","Dg","Dg_sp_1","Dg_sp_2","Dg_sp_3","Hm","Hm_sp_1","Hm_sp_2","Hm_sp_3","Ho","Do","mean_slenderness","dom_slenderness","SDI","S","S_staggered","SI_100","bal_subplot","bal_subplot_ha"
"SON","623_1_1999","623_1_1_1999",623,1999,"623_1","623_1_1",1,10,"no","no","no",10,0.800000011920929,0,20,0.819999992847443,0,20,NA,25,169.734965505112,27,12.3,6.8,0.68,118.8228881404,95.0645936976272,9.50645936976272,32.3985578130785,13.1227684419723,NA,106.689174324978,4.33051358585086,0.618090452261307,0.9023747438066,0.846630222062729,0.997154091801786,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,32.2710524488663,5580.77934979257,0.470911580274293,0.432566183721247,75.9007852298662,0,6.45421048977327,16.1355262244332,9.6813157346599,0,0,0,0,0,0,12.0272368350721,10,NA,NA,75.9007852298662,NA,NA,0.470911580274293,NA,NA,5580.77934979257,NA,NA,32.2710524488663,NA,NA,3.22710524488663,13.3,13.3,NA,NA,13.6307006423001,13.6307006423001,NA,NA,13.1602212234424,13.1602212234424,NA,NA,15.5,19.9,98.9490317552061,77.8894472361809,2034.04674282757,8.63616389881301,16.073712176475,42.823648584561,0.029947536672548,4.55183973809967
"SON","623_1_1999","623_1_101_1999",623,1999,"623_1","623_1_101",1,10,"no","no","no",10,10.6700000762939,0,20,16.4400005340576,0,20,NA,25,155.815003360672,27,13.8,5.8,0.58,149.57122623741,99.3057437799734,9.93057437799734,20.3178381530562,13.6964017693013,NA,99.2492881833427,4.51981258386943,0.693467336683417,1.08214271830994,0.88363882382589,1.05678879728337,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,38.0357023232702,6978.03461551949,0.485814430837781,0.466850942046806,77.9292957739549,1.267856744109,7.60714046465403,21.5535646498531,7.60714046465403,0,0,0,0,0,0,10.9016667490952,10,NA,NA,77.9292957739549,NA,NA,0.485814430837781,NA,NA,6978.03461551949,NA,NA,38.0357023232702,NA,NA,1.267856744109,12.2766666666667,12.2766666666667,NA,NA,12.7524768835966,12.7524768835966,NA,NA,12.9603964429883,12.9603964429883,NA,NA,15.5,19.9,105.56934382016,77.8894472361809,2276.51369817713,7.72327932483268,14.3746425357841,42.823648584561,0.0184092799244628,2.60514668722572
"SON","623_1_1999","623_1_102_1999",623,1999,"623_1","623_1_102",1,10,"yes","yes","no",10,10.6700000762939,0,20,15.0200004577637,0,20,NA,25,278.70108758306,27,6.9,1.2,0.12,37.3928065593525,11.8752202305694,1.18752202305694,49.7668527984497,10.2409864622256,NA,148.420093655443,3.37952553253445,0.346733668341709,0.558349167122206,0.660708804014555,0.791480446186781,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,18,3244.17316984257,0.215898101136325,0.212158820480389,35.6918526962024,0,4,11,3,0,0,0,0,0,0,13.0309468397288,10,NA,NA,35.6918526962024,NA,NA,0.215898101136325,NA,NA,3244.17316984257,NA,NA,18,NA,NA,1,12.0333333333333,12.0333333333333,NA,NA,12.3578584984077,12.3578584984077,NA,NA,12.9390264934086,12.9390264934086,NA,NA,15.5,19.9,107.526535956304,77.8894472361809,1004.44316703422,11.3270361800542,21.0819898167674,42.823648584561,0.02029,3.33445974151077
"SON","623_1_1999","623_1_103_1999",623,1999,"623_1","623_1_103",1,10,"yes","yes","no",10,10.6700000762939,0,20,13.6000003814697,0,20,NA,25,282.704842637613,27,6.8,0.899999999999999,0.0899999999999999,36.316811075498,8.97710100763283,0.897710100763283,49.8603348148481,10.168209833539,NA,149.532497552044,3.35550924506787,0.341708542713568,0.59195726850179,0.656013537647677,0.804588421865909,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,19,3584.44885052966,0.196915812925172,0.193284131817622,34.1091920072363,0,6,11,2,0,0,0,0,0,0,13.443054242945,10,NA,NA,34.1091920072363,NA,NA,0.196915812925172,NA,NA,3584.44885052966,NA,NA,19,NA,NA,1,11.1947368421053,11.1947368421053,NA,NA,11.487315659136,11.487315659136,NA,NA,12.6377779709507,12.6377779709507,NA,NA,15.5,19.9,112.89035329011,77.8894472361809,982.774521516415,10.7759882235604,20.0563740049446,42.823648584561,0.02059,3.64045048159089
"SON","623_1_1999","623_1_104_1999",623,1999,"623_1","623_1_104",1,10,"yes","yes","no",10,10.6700000762939,0,20,12.1800003051758,0,20,NA,25,167.673903728874,27,12.5,4.1,0.41,122.718463030851,67.3007686215273,6.73007686215273,30.5626699711829,13.2031751936367,NA,105.625401549094,4.35704781390011,0.628140703517588,1.11453348201792,0.851817754428174,1.05378687912116,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,28,5348.63027180978,0.276618803944908,0.264346957641823,49.2922790972903,0,8,19,1,0,0,0,0,0,0,9.08123396735068,10,NA,NA,49.2922790972903,NA,NA,0.276618803944908,NA,NA,5348.63027180978,NA,NA,28,NA,NA,1,10.9928571428571,10.9928571428571,NA,NA,11.215454898105,11.215454898105,NA,NA,12.5292651248874,12.5292651248874,NA,NA,15.5,19.9,113.976420889164,77.8894472361809,1409.17754416206,8.82159291638051,16.4188344660087,42.823648584561,0.0109,1.71449553632858
"SON","623_1_1999","623_1_105_1999",623,1999,"623_1","623_1_105",1,10,"no","no","no",10,10.6700000762939,0,20,10.7600002288818,0,20,NA,25,222.815069803671,27,8.8,2.9,0.29,60.8212337734984,33.4815237056332,3.34815237056332,47.0037435198011,11.4535164406761,NA,130.153595916774,3.77966042542311,0.442211055276382,0.781663998215877,0.738936544559748,0.913208241682626,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,21,4003.76978036578,0.209042360568028,0.202960237190678,37.1209069167653,0,6,14,1,0,0,0,0,0,0,11.0686778926072,10,NA,NA,37.1209069167653,NA,NA,0.209042360568028,NA,NA,4003.76978036578,NA,NA,21,NA,NA,1,11.0238095238095,11.0238095238095,NA,NA,11.2580341682433,11.2580341682433,NA,NA,12.5420642498501,12.5420642498501,NA,NA,15.5,19.9,113.772505074234,77.8894472361809,1061.5259777157,10.1960921809401,18.9770658548716,42.823648584561,0.01917,3.28289401095033
"SON","623_1_1999","623_1_106_1999",623,1999,"623_1","623_1_106",1,10,"no","no","no",10,10.6700000762939,0,20,9.34000015258789,0,20,NA,25,187.836585358225,27,10.8,3.9,0.39,91.6088417786784,54.2160352193259,5.42160352193259,40.3402095170423,12.474439223178,NA,115.504066881278,4.11656494364874,0.542713567839196,0.96974038343871,0.804802530527613,1.00917793484703,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,25,4955.83193918254,0.243537833302608,0.23437694912474,43.9071452178067,0,9,15,1,0,0,0,0,0,0,9.70581490043097,10,NA,NA,43.9071452178067,NA,NA,0.243537833302608,NA,NA,4955.83193918254,NA,NA,25,NA,NA,1,10.856,10.856,NA,NA,11.1370013917571,11.1370013917571,NA,NA,12.360990854471,12.360990854471,NA,NA,15.5,19.9,113.863217156144,77.8894472361809,1290.5261338691,9.16452619055146,17.0571052085913,42.823648584561,0.01563,2.54423647784034
"SON","623_1_1999","623_1_107_1999",623,1999,"623_1","623_1_107",1,10,"yes","yes","no",10,10.6700000762939,0,20,7.92000007629395,0,20,NA,25,177.551184206085,27,11.6,4.4,0.44,105.683176866761,64.9681360762369,6.49681360762369,35.8298838491457,12.8306700568261,NA,110.609224627811,4.23412111875261,0.582914572864322,1.08109643555777,0.827785164956523,1.05354880898361,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,27,5545.09481962165,0.244141019092097,0.233572701405421,45.1233096558834,0,11,16,0,0,0,0,0,0,0,9.15766763473867,10,NA,NA,45.1233096558834,NA,NA,0.244141019092097,NA,NA,5545.09481962165,NA,NA,27,NA,NA,1,10.4444444444444,10.4444444444444,NA,NA,10.7298476051447,10.7298476051447,NA,NA,12.1785245708779,12.1785245708779,NA,NA,15.5,19.9,116.602894827555,77.8894472361809,1357.20195298513,8.66390762944867,16.1253490775534,42.823648584561,0.01184,1.89697999028061
"SON","623_1_1999","623_1_108_1999",623,1999,"623_1","623_1_108",1,10,"no","no","no",10,10.6700000762939,0,20,6.5,0,20,NA,25,178.75177625605,27,11.5,3,0.3,103.868907109313,47.1238898038469,4.71238898038469,36.6225076756464,12.7875086570956,NA,111.195727453005,4.21987785684155,0.577889447236181,1.07720634341588,0.825000558522297,1.06013321016514,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,26,5487.80693342693,0.232734681565076,0.222347790854144,43.3334143361855,0,11,15,0,0,0,0,0,0,0,9.0312300680147,10,NA,NA,43.3334143361855,NA,NA,0.232734681565076,NA,NA,5487.80693342693,NA,NA,26,NA,NA,1,10.3423076923077,10.3423076923077,NA,NA,10.6757633486755,10.6757633486755,NA,NA,12.0621715596511,12.0621715596511,NA,NA,15.5,19.9,116.629401469293,77.8894472361809,1331.93331759641,8.70901201696085,16.2092978019247,42.823648584561,0.01304,2.12095290828586
"SON","623_1_1999","623_1_1087_1999",623,1999,"623_1","623_1_1087",1,10,"yes","yes","no",10,9.26000022888184,0,20,3.66000008583069,0,20,NA,25,338.786373828592,27,5.7,0.7,0.07,25.5175863287831,5.88263224384689,0.588263224384689,50.4836857021826,9.28855499006186,NA,162.957105088805,3.06522314672041,0.28643216080402,0.510706391248824,0.599261612262055,0.758770615067662,85.1742252176873,7.45833333333333,1487.00001525879,-0.0569395377997947,1.34958509053847,2.10016784031886,27,11,2285.09909676801,0.107619183339535,0.105067424706657,19.0992351098855,0,5,6,0,0,0,0,0,0,0,9.66718888507948,10,NA,NA,19.0992351098855,NA,NA,0.107619183339535,NA,NA,2285.09909676801,NA,NA,11,NA,NA,1,10.7181818181818,10.7181818181818,NA,NA,11.1610116843493,11.1610116843493,NA,NA,12.2415850134544,12.2415850134544,NA,NA,15.5,19.9,114.213261363866,77.8894472361809,597.188715528408,13.4963329155934,25.1195059826217,42.823648584561,0.01066,1.8488987308918
